"","여행시나이대_만","성별.x","FIT등급","PKG이용등급","고객번호.1"
"566","69to73","M","6_무등급","5_1회성",77081644
"567","64to68","M","6_무등급","4_일반",77190064
"568","69to73","M","6_무등급","5_1회성",77305684
"569","44to48","F","6_무등급","3_우수",77347679
"570","59to63","M","6_무등급","2_VIP",77410983
"571","44to48","M","5_1회성","5_1회성",77454299
"572","54to58","F","6_무등급","5_1회성",77486447
"573","29to33","F","4_일반","6_무등급",77521496
"574","54to58","M","6_무등급","5_1회성",77614968
"575","44to48","M","6_무등급","5_1회성",76797060
"576","64to68","F","6_무등급","5_1회성",77456159
"577","19to23","F","6_무등급","5_1회성",77632773
"578","64to68","F","6_무등급","5_1회성",76794660
"579","44to48","M","6_무등급","3_우수",76807122
"580","54to58","F","6_무등급","3_우수",76821918
"581","59to63","M","6_무등급","5_1회성",76821920
"582","39to43","F","6_무등급","5_1회성",76991617
"583","49to53","M","6_무등급","4_일반",77537518
"584","44to48","M","6_무등급","3_우수",77541300
"585","44to48","M","6_무등급","6_무등급",77566510
"586","59to63","M","6_무등급","4_일반",77583688
"587","54to58","F","6_무등급","5_1회성",77649692
"588","59to63","M","6_무등급","5_1회성",76892452
"589","54to58","F","6_무등급","4_일반",76906048
"590","54to58","F","6_무등급","3_우수",76915639
"591","59to63","M","5_1회성","3_우수",76915641
"592","64to68","M","4_일반","4_일반",77010656
"593","44to48","F","6_무등급","3_우수",77204821
"594","44to48","F","6_무등급","5_1회성",77269066
"595","34to38","F","5_1회성","4_일반",77282300
"596","54to58","F","6_무등급","4_일반",77291064
"597","69to73","M","6_무등급","5_1회성",76861436
"598","59to63","F","5_1회성","3_우수",76939871
"599","59to63","M","4_일반","4_일반",77154754
"600","74to78","F","6_무등급","2_VIP",77347997
"601","54to58","F","6_무등급","4_일반",77383204
"602","39to43","M","6_무등급","5_1회성",77507439
"603","54to58","F","6_무등급","5_1회성",77507773
"604","44to48","F","6_무등급","5_1회성",77512854
"605","39to43","M","6_무등급","5_1회성",77520669
"606","39to43","F","6_무등급","5_1회성",77587874
"607","44to48","M","5_1회성","6_무등급",77592207
"608","34to38","F","5_1회성","6_무등급",77647764
"609","49to53","M","6_무등급","2_VIP",76812023
"610","54to58","M","6_무등급","5_1회성",76857751
"611","44to48","M","5_1회성","5_1회성",76868599
"612","39to43","M","5_1회성","6_무등급",77150025
"613","54to58","M","6_무등급","5_1회성",77291968
"614","59to63","M","6_무등급","5_1회성",77445813
"615","29to33","M","5_1회성","6_무등급",77576278
"616","59to63","M","4_일반","5_1회성",76829673
"617","54to58","F","6_무등급","5_1회성",76857879
"618","49to53","M","5_1회성","6_무등급",76910012
"619","44to48","F","6_무등급","5_1회성",76933792
"620","49to53","M","4_일반","5_1회성",76980308
"621","54to58","M","6_무등급","5_1회성",77097191
"622","44to48","F","5_1회성","6_무등급",77329911
"623","44to48","F","5_1회성","6_무등급",77329911
"624","44to48","M","5_1회성","6_무등급",77329912
"625","44to48","M","5_1회성","6_무등급",77329912
"626","44to48","F","6_무등급","4_일반",77338479
"627","54to58","F","6_무등급","2_VIP",77360320
"628","54to58","M","5_1회성","4_일반",77420777
"629","39to43","F","6_무등급","6_무등급",76835335
"630","49to53","F","6_무등급","6_무등급",76908922
"631","49to53","F","6_무등급","5_1회성",76992883
"632","59to63","F","6_무등급","3_우수",77142207
"633","64to68","M","6_무등급","3_우수",77180916
"634","64to68","M","6_무등급","5_1회성",77214660
"635","64to68","M","6_무등급","5_1회성",77288131
"636","59to63","F","6_무등급","4_일반",77316960
"637","59to63","F","6_무등급","5_1회성",77413191
"638","59to63","M","6_무등급","3_우수",77481266
"639","44to48","F","6_무등급","4_일반",77614495
"640","54to58","M","6_무등급","4_일반",77624221
"641","54to58","F","6_무등급","4_일반",77631029
"642","59to63","F","5_1회성","4_일반",76936725
"643","44to48","M","6_무등급","6_무등급",76982457
"644","39to43","F","6_무등급","5_1회성",77007889
"645","44to48","M","6_무등급","4_일반",77057217
"646","39to43","F","6_무등급","5_1회성",77162464
"647","64to68","F","6_무등급","3_우수",77174214
"648","44to48","M","4_일반","6_무등급",77191892
"649","54to58","F","6_무등급","3_우수",77236201
"650","39to43","F","6_무등급","3_우수",77524510
"651","39to43","F","6_무등급","5_1회성",76896061
"652","44to48","M","6_무등급","5_1회성",76896062
"653","59to63","M","6_무등급","3_우수",76922536
"654","54to58","M","6_무등급","5_1회성",76770544
"655","24to28","F","6_무등급","5_1회성",76770633
"656","44to48","F","4_일반","5_1회성",76776067
"657","49to53","F","6_무등급","3_우수",76841011
"658","49to53","F","5_1회성","4_일반",76870557
"659","49to53","F","6_무등급","4_일반",77113539
"660","39to43","F","5_1회성","6_무등급",77176888
"661","59to63","M","6_무등급","3_우수",77207760
"662","69to73","M","6_무등급","2_VIP",77486454
"663","44to48","F","6_무등급","5_1회성",77615827
"664","44to48","M","6_무등급","5_1회성",77615828
"665","64to68","F","6_무등급","5_1회성",76775968
"666","34to38","F","6_무등급","5_1회성",76802585
"667","49to53","F","6_무등급","5_1회성",76874100
"668","44to48","F","6_무등급","4_일반",76891671
"669","49to53","F","5_1회성","3_우수",77000915
"670","39to43","F","6_무등급","4_일반",77055163
"671","39to43","F","5_1회성","6_무등급",77122769
"672","44to48","F","5_1회성","5_1회성",77167454
"673","49to53","M","6_무등급","5_1회성",77247482
"674","64to68","M","6_무등급","5_1회성",77282532
"675","54to58","F","6_무등급","5_1회성",77386859
"676","59to63","M","4_일반","6_무등급",77445557
"677","69to73","M","6_무등급","5_1회성",77446494
"678","39to43","F","5_1회성","5_1회성",77466895
"679","39to43","M","4_일반","6_무등급",77499237
"680","39to43","F","4_일반","5_1회성",77499238
"681","64to68","F","6_무등급","5_1회성",77598281
"682","64to68","F","6_무등급","5_1회성",77598282
"683","54to58","F","6_무등급","5_1회성",77155828
"684","34to38","F","6_무등급","3_우수",77177689
"685","54to58","M","6_무등급","5_1회성",77317123
"686","59to63","F","6_무등급","5_1회성",77321859
"687","59to63","M","6_무등급","4_일반",77387677
"688","49to53","F","6_무등급","3_우수",77561539
"689","64to68","F","6_무등급","3_우수",76796731
"690","44to48","F","6_무등급","5_1회성",76862897
"691","49to53","F","5_1회성","4_일반",76998185
"692","64to68","F","6_무등급","3_우수",77089371
"693","54to58","F","6_무등급","5_1회성",77094412
"694","24to28","F","5_1회성","5_1회성",77121218
"695","79more","M","6_무등급","4_일반",77131165
"696","74to78","F","6_무등급","4_일반",77131166
"697","39to43","F","4_일반","5_1회성",77159826
"698","49to53","F","6_무등급","5_1회성",77186680
"699","59to63","F","6_무등급","5_1회성",77208359
"700","59to63","F","6_무등급","2_VIP",77356258
"701","44to48","F","6_무등급","5_1회성",77360301
"702","44to48","M","3_우수","6_무등급",77559188
"703","44to48","F","6_무등급","5_1회성",77626286
"704","69to73","M","6_무등급","3_우수",77653740
"705","54to58","M","5_1회성","5_1회성",76836131
"706","54to58","F","6_무등급","5_1회성",76836132
"707","69to73","F","6_무등급","5_1회성",77078533
"708","54to58","M","5_1회성","5_1회성",77222213
"709","49to53","F","6_무등급","5_1회성",77252952
"710","54to58","M","5_1회성","4_일반",77427102
"711","39to43","F","6_무등급","5_1회성",77451645
"712","44to48","M","6_무등급","5_1회성",77557593
"713","54to58","F","6_무등급","4_일반",77622823
"714","59to63","M","6_무등급","5_1회성",76766604
"715","59to63","F","6_무등급","3_우수",76837425
"716","49to53","F","6_무등급","3_우수",76914929
"717","54to58","F","6_무등급","4_일반",77173127
"718","54to58","F","6_무등급","4_일반",77254964
"719","69to73","F","6_무등급","5_1회성",77315167
"720","64to68","M","4_일반","1_VVIP",77319201
"721","59to63","M","4_일반","1_VVIP",77319202
"722","59to63","F","6_무등급","5_1회성",77390416
"723","54to58","F","6_무등급","5_1회성",77507708
"724","34to38","F","5_1회성","5_1회성",77511857
"725","34to38","F","5_1회성","6_무등급",77511858
"726","59to63","M","6_무등급","4_일반",77599547
"727","39to43","F","4_일반","6_무등급",77283402
"728","64to68","F","6_무등급","5_1회성",77285852
"729","54to58","F","6_무등급","4_일반",77354614
"730","54to58","F","6_무등급","5_1회성",77533953
"731","59to63","M","6_무등급","5_1회성",77533954
"732","54to58","M","6_무등급","3_우수",77633051
"733","54to58","F","6_무등급","5_1회성",77354892
"734","64to68","F","6_무등급","3_우수",77605837
"735","29to33","F","4_일반","4_일반",77629347
"736","54to58","F","5_1회성","4_일반",77641173
"737","59to63","M","5_1회성","5_1회성",77446567
"738","54to58","F","6_무등급","3_우수",76772456
"739","69to73","M","6_무등급","5_1회성",76852989
"740","59to63","F","5_1회성","5_1회성",76899982
"741","59to63","M","6_무등급","5_1회성",77133719
"742","54to58","M","6_무등급","5_1회성",77297755
"743","39to43","F","6_무등급","5_1회성",77343790
"744","44to48","M","6_무등급","5_1회성",77343791
"745","49to53","M","6_무등급","5_1회성",77471268
"746","49to53","F","5_1회성","5_1회성",77471269
"747","44to48","F","5_1회성","5_1회성",77615362
"748","64to68","M","1_VVIP","5_1회성",76791924
"749","49to53","F","6_무등급","5_1회성",76874854
"750","49to53","M","6_무등급","2_VIP",76986229
"751","34to38","F","6_무등급","5_1회성",77067470
"752","39to43","F","6_무등급","4_일반",77081815
"753","59to63","M","6_무등급","5_1회성",77155918
"754","49to53","F","6_무등급","4_일반",77179877
"755","49to53","F","4_일반","6_무등급",77423118
"756","64to68","F","6_무등급","5_1회성",77521391
"757","69to73","M","6_무등급","5_1회성",76861436
"758","44to48","F","6_무등급","4_일반",77021815
"759","44to48","F","5_1회성","3_우수",77451304
"760","54to58","M","6_무등급","5_1회성",77453267
"761","44to48","F","6_무등급","4_일반",77488529
"762","39to43","M","4_일반","5_1회성",76849001
"763","59to63","F","5_1회성","2_VIP",77004514
"764","39to43","F","6_무등급","5_1회성",77136317
"765","64to68","F","6_무등급","4_일반",77136404
"766","39to43","F","6_무등급","5_1회성",77260424
"767","39to43","F","6_무등급","5_1회성",77292996
"768","54to58","M","6_무등급","5_1회성",77437522
"769","49to53","F","6_무등급","5_1회성",77437523
"770","54to58","F","6_무등급","4_일반",77543126
"771","54to58","F","4_일반","5_1회성",77655474
"772","54to58","F","6_무등급","3_우수",77655895
"773","54to58","F","6_무등급","2_VIP",76845513
"774","59to63","M","6_무등급","4_일반",76867239
"775","69to73","M","6_무등급","5_1회성",76867243
"776","74to78","F","6_무등급","5_1회성",77009448
"777","59to63","M","6_무등급","6_무등급",77031244
"778","59to63","M","6_무등급","2_VIP",77077509
"779","64to68","F","6_무등급","4_일반",77237893
"780","59to63","M","6_무등급","4_일반",77322006
"781","54to58","F","6_무등급","3_우수",77335813
"782","64to68","M","6_무등급","5_1회성",77497738
"783","64to68","M","6_무등급","2_VIP",77545926
"784","64to68","F","6_무등급","2_VIP",77545927
"785","54to58","F","6_무등급","5_1회성",77551612
"786","64to68","M","6_무등급","4_일반",77576801
"787","64to68","M","6_무등급","2_VIP",77596096
"788","34to38","F","6_무등급","4_일반",77184899
"789","64to68","M","4_일반","1_VVIP",77319201
"790","59to63","F","4_일반","1_VVIP",77319202
"791","54to58","F","6_무등급","5_1회성",77322407
"792","59to63","F","6_무등급","5_1회성",77475794
"793","44to48","F","6_무등급","5_1회성",76910225
"794","39to43","F","6_무등급","5_1회성",76936111
"795","49to53","M","6_무등급","4_일반",77295369
"796","44to48","M","6_무등급","5_1회성",77329437
"797","59to63","F","4_일반","5_1회성",77384930
"798","54to58","M","6_무등급","5_1회성",77387159
"799","64to68","F","6_무등급","2_VIP",77535942
"800","49to53","F","6_무등급","3_우수",76826034
"801","39to43","F","4_일반","6_무등급",77068304
"802","34to38","F","5_1회성","3_우수",77134977
"803","59to63","M","6_무등급","5_1회성",77137113
"804","59to63","F","6_무등급","5_1회성",77137114
"805","44to48","F","5_1회성","4_일반",77140542
"806","44to48","F","4_일반","5_1회성",77363411
"807","59to63","F","6_무등급","3_우수",77400070
"808","59to63","M","6_무등급","4_일반",77408024
"809","54to58","F","5_1회성","5_1회성",76775818
"810","24to28","F","6_무등급","5_1회성",76886826
"811","49to53","F","6_무등급","3_우수",77098126
"812","64to68","F","6_무등급","5_1회성",77185156
"813","24to28","F","4_일반","5_1회성",77615855
"814","24to28","F","4_일반","5_1회성",77615856
"815","44to48","F","5_1회성","5_1회성",77619501
"816","64to68","M","6_무등급","5_1회성",76791366
"817","59to63","F","6_무등급","5_1회성",76791367
"818","59to63","F","6_무등급","5_1회성",76802922
"819","34to38","F","6_무등급","5_1회성",76809566
"820","49to53","F","5_1회성","4_일반",76853527
"821","64to68","M","6_무등급","5_1회성",76935644
"822","54to58","F","6_무등급","5_1회성",77113302
"823","54to58","F","6_무등급","2_VIP",77113766
"824","29to33","M","6_무등급","5_1회성",77190664
"825","49to53","F","6_무등급","6_무등급",77317906
"826","59to63","M","6_무등급","5_1회성",77581561
"827","59to63","F","6_무등급","2_VIP",77581562
"828","64to68","M","1_VVIP","5_1회성",76791924
"829","64to68","M","6_무등급","3_우수",76891913
"830","59to63","F","6_무등급","3_우수",76891914
"831","34to38","F","6_무등급","5_1회성",77128757
"832","64to68","F","6_무등급","5_1회성",77128758
"833","54to58","F","6_무등급","5_1회성",77233450
"834","44to48","F","5_1회성","2_VIP",77292074
"835","69to73","M","6_무등급","5_1회성",76792950
"836","44to48","M","6_무등급","6_무등급",76800180
"837","69to73","F","6_무등급","5_1회성",76907351
"838","39to43","M","6_무등급","5_1회성",76948103
"839","59to63","F","6_무등급","5_1회성",77422936
"840","69to73","F","6_무등급","5_1회성",77440047
"841","49to53","M","4_일반","3_우수",77526370
"842","54to58","F","6_무등급","4_일반",77594850
"843","54to58","M","6_무등급","3_우수",77657226
"844","74to78","M","6_무등급","3_우수",76915108
"845","49to53","F","6_무등급","5_1회성",77169682
"846","59to63","F","5_1회성","5_1회성",77302180
"847","49to53","M","6_무등급","5_1회성",77328790
"848","49to53","M","6_무등급","5_1회성",77328790
"849","54to58","F","4_일반","2_VIP",77592259
"850","69to73","F","6_무등급","3_우수",76786859
"851","69to73","F","6_무등급","3_우수",76786859
"852","54to58","F","6_무등급","4_일반",76809858
"853","44to48","F","4_일반","5_1회성",76820823
"854","49to53","M","5_1회성","3_우수",76898334
"855","59to63","M","6_무등급","5_1회성",77009521
"856","54to58","F","6_무등급","3_우수",77014483
"857","64to68","M","6_무등급","3_우수",77098578
"858","59to63","M","5_1회성","2_VIP",77467413
"859","59to63","F","6_무등급","2_VIP",77467495
"860","44to48","F","5_1회성","5_1회성",77486077
"861","79more","M","6_무등급","6_무등급",77492660
"862","74to78","F","6_무등급","5_1회성",77492661
"863","64to68","M","6_무등급","2_VIP",77518596
"864","44to48","F","6_무등급","5_1회성",77527598
"865","49to53","M","6_무등급","3_우수",76770775
"866","64to68","F","6_무등급","4_일반",76946382
"867","59to63","F","6_무등급","3_우수",76985172
"868","39to43","F","5_1회성","6_무등급",77390126
"869","49to53","F","6_무등급","5_1회성",77593697
"870","54to58","F","6_무등급","5_1회성",77611412
"871","54to58","F","5_1회성","5_1회성",76877916
"872","64to68","M","6_무등급","3_우수",77078441
"873","54to58","F","6_무등급","5_1회성",77504656
"874","54to58","F","6_무등급","4_일반",77525027
"875","54to58","M","4_일반","2_VIP",77545614
"876","39to43","F","5_1회성","5_1회성",77641459
"877","69to73","M","6_무등급","5_1회성",76881661
"878","69to73","F","6_무등급","5_1회성",76881662
"879","69to73","F","6_무등급","5_1회성",77176390
"880","39to43","M","4_일반","6_무등급",77191980
"881","44to48","F","4_일반","6_무등급",77199378
"882","39to43","F","5_1회성","2_VIP",77202003
"883","39to43","F","4_일반","2_VIP",77235777
"884","49to53","F","5_1회성","3_우수",77240109
"885","59to63","F","6_무등급","5_1회성",77248702
"886","59to63","F","6_무등급","5_1회성",77248703
"887","54to58","M","6_무등급","5_1회성",77432566
"888","59to63","F","6_무등급","3_우수",77475974
"889","64to68","M","6_무등급","3_우수",77476054
"890","39to43","F","6_무등급","5_1회성",77536948
"891","39to43","M","6_무등급","4_일반",76861573
"892","49to53","M","6_무등급","5_1회성",77088057
"893","44to48","M","6_무등급","4_일반",77196197
"894","44to48","F","6_무등급","4_일반",77196198
"895","54to58","F","6_무등급","3_우수",77224927
"896","39to43","M","6_무등급","5_1회성",77390652
"897","59to63","F","5_1회성","4_일반",77403640
"898","59to63","M","6_무등급","5_1회성",77460513
"899","54to58","F","6_무등급","5_1회성",77460514
"900","29to33","F","4_일반","5_1회성",77460515
"901","59to63","F","6_무등급","3_우수",76790184
"902","44to48","M","6_무등급","4_일반",76900994
"903","44to48","M","6_무등급","4_일반",76900994
"904","29to33","F","6_무등급","2_VIP",77006077
"905","59to63","F","6_무등급","4_일반",77137525
"906","74to78","M","6_무등급","3_우수",77157361
"907","24to28","F","5_1회성","6_무등급",77269531
"908","54to58","F","6_무등급","5_1회성",77387303
"909","54to58","F","6_무등급","2_VIP",76772456
"910","54to58","F","6_무등급","5_1회성",76791946
"911","59to63","F","5_1회성","3_우수",76860995
"912","59to63","M","6_무등급","3_우수",76994418
"913","64to68","M","6_무등급","4_일반",77158983
"914","49to53","F","6_무등급","3_우수",77214529
"915","54to58","F","6_무등급","2_VIP",77289754
"916","59to63","F","6_무등급","5_1회성",77387394
"917","64to68","F","6_무등급","4_일반",77414450
"918","24to28","F","6_무등급","6_무등급",77437552
"919","39to43","F","5_1회성","5_1회성",76994279
"920","54to58","F","6_무등급","6_무등급",77066644
"921","44to48","M","6_무등급","5_1회성",77080543
"922","39to43","F","6_무등급","5_1회성",77091677
"923","64to68","M","4_일반","1_VVIP",77319201
"924","59to63","F","4_일반","1_VVIP",77319202
"925","39to43","F","5_1회성","6_무등급",77353833
"926","39to43","F","4_일반","5_1회성",77541343
"927","44to48","M","6_무등급","4_일반",76792743
"928","74to78","F","6_무등급","1_VVIP",76958676
"929","54to58","F","6_무등급","3_우수",77094602
"930","74to78","M","6_무등급","5_1회성",77197688
"931","69to73","F","6_무등급","5_1회성",77197689
"932","44to48","F","6_무등급","3_우수",77367587
"933","49to53","F","6_무등급","3_우수",77382375
"934","49to53","F","6_무등급","6_무등급",77406869
"935","69to73","F","6_무등급","5_1회성",77488948
"936","44to48","M","6_무등급","4_일반",77496861
"937","59to63","F","6_무등급","2_VIP",77526348
"938","49to53","M","5_1회성","5_1회성",77638032
"939","39to43","F","5_1회성","5_1회성",76808255
"940","49to53","F","6_무등급","1_VVIP",76983981
"941","49to53","F","6_무등급","3_우수",77016629
"942","49to53","M","6_무등급","3_우수",77016712
"943","59to63","F","6_무등급","5_1회성",77131011
"944","59to63","F","6_무등급","4_일반",77372108
"945","49to53","M","6_무등급","5_1회성",77443408
"946","69to73","F","6_무등급","3_우수",77526071
"947","59to63","F","6_무등급","5_1회성",77552986
"948","74to78","M","6_무등급","5_1회성",77587736
"949","59to63","F","6_무등급","5_1회성",76787589
"950","39to43","F","6_무등급","5_1회성",76971856
"951","69to73","F","6_무등급","5_1회성",77048091
"952","59to63","F","6_무등급","4_일반",77208274
"953","34to38","F","6_무등급","5_1회성",77317743
"954","64to68","F","6_무등급","5_1회성",77441458
"955","49to53","M","5_1회성","5_1회성",77450249
"956","44to48","F","5_1회성","5_1회성",76923164
"957","39to43","F","5_1회성","3_우수",76945305
"958","59to63","F","6_무등급","4_일반",77097674
"959","64to68","M","5_1회성","3_우수",77151532
"960","59to63","F","6_무등급","5_1회성",77186064
"961","59to63","M","6_무등급","4_일반",77343966
"962","44to48","M","4_일반","6_무등급",77429661
"963","54to58","M","6_무등급","5_1회성",77652056
"964","64to68","F","6_무등급","3_우수",76809668
"965","44to48","M","5_1회성","6_무등급",77033023
"966","54to58","M","6_무등급","3_우수",76917560
"967","44to48","F","6_무등급","5_1회성",77050077
"968","39to43","M","6_무등급","4_일반",77294707
"969","64to68","F","6_무등급","5_1회성",77364788
"970","39to43","M","6_무등급","5_1회성",77432584
"971","79more","M","6_무등급","5_1회성",77441024
"972","59to63","M","6_무등급","2_VIP",77500762
"973","49to53","M","6_무등급","2_VIP",76942266
"974","59to63","F","4_일반","6_무등급",77087764
"975","59to63","F","6_무등급","3_우수",77119654
"976","64to68","F","5_1회성","5_1회성",77196202
"977","39to43","M","5_1회성","5_1회성",77284662
"978","59to63","M","6_무등급","5_1회성",77443715
"979","49to53","F","6_무등급","2_VIP",77451884
"980","49to53","F","5_1회성","2_VIP",77549754
"981","24to28","F","6_무등급","3_우수",76858907
"982","69to73","M","6_무등급","5_1회성",76922199
"983","59to63","M","6_무등급","5_1회성",77045485
"984","44to48","M","5_1회성","6_무등급",77173268
"985","64to68","M","6_무등급","3_우수",77357140
"986","64to68","F","6_무등급","3_우수",77357218
"987","69to73","F","6_무등급","5_1회성",77427277
"988","39to43","F","6_무등급","5_1회성",76848096
"989","54to58","F","6_무등급","3_우수",76915639
"990","59to63","M","5_1회성","3_우수",76915641
"991","49to53","F","6_무등급","6_무등급",77043783
"992","44to48","M","6_무등급","6_무등급",77266275
"993","24to28","F","6_무등급","5_1회성",77280481
"994","59to63","M","6_무등급","5_1회성",77353972
"995","74to78","M","6_무등급","5_1회성",77530172
"996","34to38","F","6_무등급","5_1회성",76811116
"997","39to43","F","6_무등급","4_일반",77129031
"998","54to58","F","6_무등급","4_일반",77145093
"999","39to43","F","6_무등급","5_1회성",77219757
"1000","44to48","F","6_무등급","3_우수",77258446
"1001","54to58","F","6_무등급","5_1회성",77358314
"1002","24to28","F","6_무등급","5_1회성",77566226
"1003","24to28","F","6_무등급","5_1회성",77566226
"1004","34to38","F","5_1회성","6_무등급",76789617
"1005","59to63","F","6_무등급","5_1회성",77030429
"1006","64to68","F","6_무등급","4_일반",77415252
"1007","74to78","M","6_무등급","5_1회성",76864281
"1008","49to53","M","4_일반","5_1회성",76994400
"1009","54to58","F","4_일반","5_1회성",76994401
"1010","24to28","F","6_무등급","5_1회성",77144957
"1011","59to63","F","6_무등급","5_1회성",77456070
"1012","69to73","F","6_무등급","5_1회성",77559231
"1013","74to78","M","6_무등급","5_1회성",77570533
"1014","29to33","F","4_일반","4_일반",77652864
"1015","54to58","F","6_무등급","3_우수",76909996
"1016","54to58","M","6_무등급","3_우수",76976215
"1017","54to58","F","6_무등급","5_1회성",77568596
"1018","64to68","F","6_무등급","5_1회성",77647664
"1019","54to58","M","6_무등급","5_1회성",76817849
"1020","69to73","F","6_무등급","5_1회성",76837507
"1021","54to58","M","6_무등급","4_일반",76991851
"1022","59to63","M","6_무등급","2_VIP",77139980
"1023","54to58","F","6_무등급","2_VIP",77139981
"1024","54to58","F","6_무등급","4_일반",76793431
"1025","59to63","F","6_무등급","5_1회성",76984043
"1026","49to53","M","6_무등급","5_1회성",77087851
"1027","44to48","F","6_무등급","5_1회성",77203328
"1028","79more","M","6_무등급","5_1회성",77284738
"1029","54to58","F","4_일반","5_1회성",77390027
"1030","39to43","F","6_무등급","6_무등급",77494666
"1031","54to58","F","6_무등급","5_1회성",77190392
"1032","54to58","M","5_1회성","6_무등급",77402413
"1033","49to53","F","6_무등급","5_1회성",76815293
"1034","59to63","F","6_무등급","3_우수",77005182
"1035","59to63","F","6_무등급","4_일반",77005183
"1036","54to58","F","6_무등급","3_우수",77149680
"1037","59to63","M","6_무등급","4_일반",77445813
"1038","64to68","F","6_무등급","5_1회성",77591791
"1039","49to53","M","6_무등급","5_1회성",77637440
"1040","54to58","F","6_무등급","5_1회성",77562036
"1041","29to33","F","6_무등급","3_우수",77610490
"1042","44to48","F","6_무등급","4_일반",77163075
"1043","39to43","F","6_무등급","5_1회성",77209722
"1044","49to53","F","6_무등급","5_1회성",77423795
"1045","29to33","F","5_1회성","4_일반",77625466
"1046","44to48","F","6_무등급","5_1회성",76875169
"1047","49to53","M","6_무등급","5_1회성",76875170
"1048","54to58","M","6_무등급","6_무등급",76873477
"1049","59to63","M","6_무등급","5_1회성",76916012
"1050","59to63","F","6_무등급","5_1회성",76916013
"1051","74to78","F","6_무등급","5_1회성",76940443
"1052","44to48","M","5_1회성","6_무등급",76987519
"1053","59to63","M","6_무등급","5_1회성",77295264
"1054","54to58","F","6_무등급","5_1회성",77295265
"1055","59to63","M","6_무등급","4_일반",77494800
"1056","44to48","F","4_일반","5_1회성",77585788
"1057","54to58","F","4_일반","4_일반",77589052
"1058","54to58","F","6_무등급","3_우수",76786103
"1059","54to58","F","6_무등급","3_우수",76826534
"1060","54to58","M","6_무등급","5_1회성",76980599
"1061","54to58","F","6_무등급","5_1회성",76980600
"1062","44to48","F","6_무등급","5_1회성",76983494
"1063","59to63","M","6_무등급","5_1회성",77145795
"1064","59to63","F","6_무등급","6_무등급",77192718
"1065","59to63","F","6_무등급","4_일반",77274941
"1066","59to63","F","4_일반","3_우수",77611563
"1067","39to43","F","6_무등급","5_1회성",76843480
"1068","49to53","F","6_무등급","4_일반",76953620
"1069","39to43","F","4_일반","6_무등급",77085116
"1070","59to63","M","6_무등급","5_1회성",77126455
"1071","59to63","F","6_무등급","5_1회성",77179628
"1072","39to43","F","5_1회성","5_1회성",77183672
"1073","34to38","F","5_1회성","6_무등급",77300126
"1074","59to63","M","6_무등급","3_우수",77371156
"1075","59to63","M","6_무등급","2_VIP",77431402
"1076","59to63","M","5_1회성","4_일반",77455128
"1077","39to43","F","6_무등급","4_일반",77593236
"1078","69to73","M","6_무등급","5_1회성",77615612
"1079","54to58","M","6_무등급","5_1회성",76816284
"1080","54to58","F","5_1회성","4_일반",76853527
"1081","39to43","F","6_무등급","5_1회성",76980356
"1082","59to63","F","6_무등급","5_1회성",77114317
"1083","34to38","F","5_1회성","6_무등급",77253889
"1084","59to63","F","6_무등급","5_1회성",76780519
"1085","54to58","F","4_일반","2_VIP",76834482
"1086","49to53","M","6_무등급","3_우수",76933077
"1087","59to63","F","6_무등급","5_1회성",76998475
"1088","29to33","F","5_1회성","5_1회성",77099945
"1089","44to48","M","5_1회성","3_우수",77258446
"1090","44to48","F","5_1회성","4_일반",77346601
"1091","24to28","F","5_1회성","5_1회성",77373024
"1092","54to58","F","6_무등급","4_일반",77373025
"1093","44to48","M","4_일반","5_1회성",77060047
"1094","39to43","F","4_일반","5_1회성",77060048
"1095","64to68","M","6_무등급","4_일반",77510454
"1096","64to68","F","6_무등급","2_VIP",77533168
"1097","54to58","M","6_무등급","5_1회성",77538640
"1098","49to53","F","4_일반","3_우수",76840628
"1099","54to58","F","5_1회성","4_일반",76853527
"1100","54to58","F","6_무등급","5_1회성",76957112
"1101","44to48","F","6_무등급","4_일반",77043127
"1102","64to68","F","6_무등급","3_우수",77067906
"1103","69to73","F","6_무등급","5_1회성",77117463
"1104","64to68","F","6_무등급","5_1회성",77180118
"1105","69to73","F","6_무등급","2_VIP",77336523
"1106","59to63","F","6_무등급","5_1회성",77398599
"1107","54to58","M","2_VIP","4_일반",77435264
"1108","64to68","M","6_무등급","4_일반",77476510
"1109","64to68","F","5_1회성","2_VIP",77570064
"1110","49to53","F","5_1회성","3_우수",76814836
"1111","34to38","F","6_무등급","5_1회성",76817605
"1112","44to48","F","6_무등급","4_일반",76896061
"1113","44to48","M","6_무등급","4_일반",76896062
"1114","54to58","M","5_1회성","5_1회성",76995268
"1115","64to68","M","6_무등급","5_1회성",77160116
"1116","64to68","F","6_무등급","5_1회성",77203986
"1117","59to63","F","6_무등급","5_1회성",77453195
"1118","49to53","M","6_무등급","4_일반",77487588
"1119","59to63","F","6_무등급","3_우수",77554959
"1120","59to63","M","6_무등급","5_1회성",77031425
"1121","54to58","M","6_무등급","2_VIP",77115096
"1122","59to63","F","6_무등급","4_일반",77186767
"1123","54to58","F","6_무등급","5_1회성",77426498
"1124","24to28","F","4_일반","5_1회성",77576366
"1125","59to63","M","6_무등급","5_1회성",77589325
"1126","54to58","F","4_일반","2_VIP",77592259
"1127","59to63","F","6_무등급","3_우수",76967187
